	product_id	category_id
531	882056	12273
532	1469005	2744
533	2057889	11937
534	390711	14391
535	1735590	14922
536	1336631	14929
537	465049	11937
538	1018747	2752
539	645851	13143
540	1558756	13390
541	825459	12640
542	1258266	14241
544	1311027	11956
545	523929	12731
546	333816	12309
547	1924279	14989
548	423876	13554
549	1265968	13616
550	708555	2890
551	1913062	11937
552	125495	14924
553	1312485	2775
554	1732181	14923
555	1187149	14153
557	312842	2599
558	862614	11937
559	2008375	13511
560	227593	2752
561	432669	13199
562	880044	2775
563	249474	11937
564	1001603	2775
565	1323958	2725
566	342828	11924
568	667171	14241
569	795617	12690
570	636317	13152
571	826402	12640
572	1146834	11937
573	557668	14233
575	1535516	12834
578	900541	14279
580	1959173	12268
581	1096349	13178
582	1898360	2775
583	1432216	2744
585	762313	11937
586	211371	14873
587	1249464	2778
588	368319	14014
590	1275723	13803
592	514329	12301
593	1092329	13495
594	1221087	14875
595	300235	13237
596	915270	13143
597	244121	13672
598	1135339	12683
599	196655	14153
601	362617	14941
602	912002	14094
603	887991	14050
604	1967172	12943
605	838051	14874
606	1382283	13182
607	1188492	13608
608	2024258	12690
609	1016101	14922
610	1147713	12980
612	1210170	13704
613	1782424	12175
614	387813	14014
615	1924453	13678
616	771589	12265
617	839470	12771
618	1564677	13143
619	1969780	12980
620	2006312	12980
621	1287317	13205
622	1866267	12222
624	2037596	12630
625	1907120	11937
626	1412977	13714
627	1768203	13835
628	1328220	13407
629	1271326	12548
630	388573	13205
631	343686	13684
632	1011310	13571
633	1671553	11956
635	1442471	12456
636	1057965	14922
637	453268	13253
638	1767059	11937
639	382139	11937
641	1290677	11757
642	521366	12741
643	1328222	12267
644	1901018	13983
645	915309	13704
646	832218	11937
647	1717282	2890
648	623256	12415
649	1731846	12841
650	1999188	14963
651	569973	13143
652	1746004	12301
653	1476220	2838
654	265063	11937
655	1883566	13665
656	1985638	13407
657	651893	14097
658	544533	13429
659	1476176	12481
660	577373	12604
661	1971919	13358
662	1417078	14278
663	921484	12407
665	1823312	14688
666	1244771	13571
667	501863	2803
668	1476403	13424
669	1249368	13651
670	568450	13429
671	1958550	12252
672	787712	12128
673	988947	12482
674	733940	12301
675	1152991	11937
676	473786	12374
677	1985447	12834
678	191320	13297
679	616963	12775
680	1902666	13352
681	313371	12834
682	1221674	13322
684	878502	11978
685	1733341	14922
686	767420	12171
687	646590	12279
688	1585475	11956
689	1138929	2747
690	1611330	11937
691	680726	2775
692	1355787	14868
693	138154	13674
694	397074	13895
696	1673152	11937
697	384841	14922
698	720074	12171
699	1882828	14922
700	607181	12913
701	1269975	14233
702	83605	13434
703	1418191	11805
704	1947202	13983
705	822985	13904
706	762853	12444
707	180553	12171
708	886320	13672
709	1452537	13143
710	2002037	13495
711	723766	13407
712	312656	11937
713	1235792	12657
714	415491	12272
715	827580	13409
716	1743001	12658
717	1097750	2769
718	338793	12630
719	363287	13159
720	644767	14278
721	859404	12604
722	389203	13856
723	279248	14686
725	1589535	12834
726	1997450	11937
727	311424	11937
728	1208064	14099
729	422074	12422
730	1510436	14050
731	306442	11937
732	443752	13745
733	363343	11937
734	1401422	14680
736	548639	11937
738	1823478	12524
739	777442	13983
740	410969	13172
741	1891026	12630
742	1293648	14233
743	748927	12755
744	599115	2754
745	287719	14546
746	341904	12741
747	1026373	14241
748	1334322	14233
749	833763	13143
750	1846130	13537
752	168009	2744
753	1285131	13143
756	977004	12024
757	1528939	14681
759	316909	12049
760	1109086	12282
761	2018944	12690
762	614319	12415
763	1581263	11937
764	987636	12834
765	98010	12222
766	1871251	13425
767	583746	12282
768	769888	13973
769	1830089	14003
770	523988	13509
771	1049170	11864
773	1974624	12834
774	372185	13230
775	932800	13651
776	1740662	12433
777	1756893	13033
779	232103	12514
780	1592579	13152
781	1048722	13182
783	1174069	12415
784	362105	14049
785	2029327	12834
786	1318758	13187
787	1451436	14927
789	341340	14911
790	2068164	12082
791	2065016	13672
792	912544	14923
794	471716	12956
795	1088134	13495
796	271387	12755
797	1134993	12690
798	1457593	11937
799	464548	12111
800	935466	2803
801	1850592	14237
802	900545	13415
804	217810	12883
805	1615582	14172
806	32273	13389
807	649483	14241
808	1769496	13425
810	2042797	11937
811	1164517	13509
813	1096456	12157
814	832829	14216
815	349095	12246
816	1431202	14153
817	157393	12385
818	1971664	2881
819	352915	11881
820	533035	12062
821	1932404	14680
822	888246	13745
823	949839	13143
824	1939087	12301
825	740884	12282
826	926033	13253
827	743424	11956
828	1871067	14049
829	1126321	13220
831	887706	14279
833	1804155	13271
834	2004849	13043
835	2035188	12630
836	899354	13745
838	1593436	12514
840	1274142	11956
841	1767445	11956
842	10595	12076
843	1249413	13651
844	1102618	13263
846	310286	12834
847	875511	14233
849	2012754	12222
850	1090317	13983
851	466659	11937
852	1539385	13367
853	468897	13651
854	1038571	15026
855	781786	13263
856	1056303	14019
857	1781252	14876
858	1961824	13384
859	121611	12415
860	1006888	12980
861	595463	14242
862	31711	14922
864	727058	11937
866	1392817	11937
868	233447	14158
869	463308	13533
870	1196171	13571
871	720928	12128
872	299247	13358
873	77986	14922
874	50498	2763
875	1643105	14111
876	1039008	12630
877	1377856	13651
878	171410	13253
880	1198881	13220
881	816889	14014
882	196930	12743
883	1271977	11956
884	1435135	12267
885	990945	14688
886	1956900	13833
887	856761	12604
888	1124039	13028
889	385647	12279
890	1410986	13083
891	510833	14036
892	779751	14559
893	951820	2755
894	781884	14237
895	486265	2771
897	692503	14237
898	1207727	12222
899	345608	13143
900	1458945	12523
901	1100042	13509
902	471640	12956
903	1126749	2599
904	784007	14541
905	1352564	12197
906	851537	12640
909	1862653	14205
910	338680	11924
911	1091917	14970
912	253024	12266
913	231836	12514
914	1037642	13253
915	690893	13277
916	1115723	13651
917	160735	12171
918	727352	14686
919	1966517	13651
920	241538	11826
921	1415682	13143
922	191369	13143
923	257894	13094
924	342165	12266
925	227828	12282
926	474657	2824
927	133691	13954
928	1027655	11820
929	1344371	2735
930	714615	14233
931	1145673	12683
932	937610	14186
934	1937726	13684
935	1545386	12381
936	1266035	14099
937	1950240	14934
938	978655	14938
939	563847	12265
940	223198	12222
941	503038	13918
942	1502747	2763
943	1052330	11846
944	519506	12272
945	405303	13143
946	1146900	13954
947	258379	13205
948	1888148	11937
949	1397097	12407
951	1305898	12400
952	2021690	12604
953	460991	11560
954	1093402	12652
955	2026612	13069
956	191106	13835
957	841764	13714
958	1381220	12381
959	1393531	14003
960	780778	12774
961	626364	13674
962	1134263	14924
964	1210431	12161
965	1045423	12908
968	694313	13905
969	1554913	12161
970	563862	12980
971	1300997	14706
972	395386	12980
974	645790	12171
975	1651171	13024
976	828531	12548
977	207418	2833
978	1193903	11937
979	454756	14923
980	979119	14922
981	1632314	2897
982	1850311	13027
983	556508	11937
985	1316099	13407
986	746912	14686
987	541951	11937
988	1730596	11998
989	1152394	11937
990	791993	13094
991	603050	13253
992	168118	2744
993	1487031	13839
994	676690	12755
995	1944725	2824
996	852220	14241
997	439580	14922
998	264234	13187
999	292008	11931
1001	1027636	13651
1002	1097975	14186
1004	603712	13215
1005	791967	12909
1007	1091189	14237
1008	974536	14873
1009	429046	12713
1010	789040	13651
1011	1940495	13786
1012	563453	12604
1013	188555	14922
1014	1769502	13425
1015	769001	13429
1016	882373	13253
1017	400779	14233
1018	617943	11937
1019	1069414	14014
1021	245011	14922
1022	861257	13594
1023	529852	13271
1024	485371	14242
1025	1307457	12834
1026	838252	14688
1029	1764579	14233
1030	496005	11861
1031	771294	12415
1032	1407010	2767
1033	1714478	11733
1034	290204	13613
1035	1720462	13745
1036	1003957	13495
1037	1446616	11581
1038	580659	12422
1039	618767	12282
1041	779735	12863
1042	511969	13856
1043	866970	14274
1044	26187	11937
1045	1454286	15076
1046	1008269	2824
1047	1001424	12082
1048	928904	11757
1049	1269981	12272
1051	1896869	14874
1052	938463	14614
1053	667765	13571
1054	1979344	11896
1055	392105	14241
1056	272319	12186
1057	1722926	14171
1058	1743657	12164
1059	216754	12338
1060	559582	13187
1061	642905	13948
1062	521098	13493
1063	1026534	13066
1065	1547472	2769
1066	888259	11956
1067	1915052	12222
1069	1424359	14103
1070	815801	14927
1071	1706984	2787
1072	905801	12415
1073	217044	12176
1074	735618	13253
1075	2104117	11735
1076	214737	12479
1077	848649	11937
1078	325927	13263
1080	950653	12883
1081	319711	12171
1082	37990	11648
1083	865833	13143
1084	2004300	14233
1085	1555678	13745
1086	1249106	2758
1087	607125	11937
1088	775993	13714
1089	364350	12834
1090	1092941	11774
1091	969701	14922
1092	1832547	12171
1093	701323	11937
1094	1754553	14922
1095	687417	14186
1096	619358	13373
1097	32508	2838
1098	909983	13358
1099	1838008	13369
1100	800189	13835
1101	682911	14242
1102	544022	11937
1103	1086939	11937
1104	250123	14969
1105	1046333	12045
1106	1338006	13429
1107	256254	13143
1108	472205	12175
1109	545388	14539
1110	141609	11937
1111	42305	12171
1112	308420	14233
1113	1070784	12630
1114	1740518	14541
1115	840796	12415
1116	1227215	15033
1117	68509	12128
1118	1967270	13983
1119	1948522	13571
1120	1141447	11937
1121	1641956	2771
1122	946102	14216
1123	403443	14216
1124	1924951	13322
1125	287648	15035
1126	1656106	13187
1127	1746738	12197
1128	1684887	13982
1129	953704	12612
1130	1477389	13678
1131	822628	13678
1132	602050	14746
1133	1364704	2890
1135	1332705	12683
1136	1546061	11508
1137	1621638	12841
1138	352521	14233
1139	620197	12755
1140	1331825	13178
1141	422127	13143
1142	1875071	12407
1143	1407972	13066
1144	1547912	11937
1145	1319866	12100
1146	1193975	13171
1147	598074	14875
1148	653198	11825
1149	1531611	12338
1150	2010770	12896
1151	586003	2778
1152	479798	11937
1153	1478827	13554
1155	1982242	2747
1156	771226	14103
1157	570542	12493
1158	491118	2881
1159	357988	12456
1160	628821	13083
1161	1767078	13893
1162	1253178	12630
1163	899349	14191
1164	417798	12567
1165	1955561	13571
1166	929881	11757
1167	1179176	2803
1168	1163717	12517
1169	1282339	12282
1170	998306	14390
1171	364105	12909
1172	781783	12262
1173	784939	12285
1174	1793626	2769
1175	878128	13983
1176	120839	12301
1177	1253246	2744
1178	908538	12374
1180	1146773	12913
1181	1096440	2897
1182	1806184	11636
1183	198876	14036
1184	924106	2767
1185	1131170	13358
1186	1131947	13263
1187	587366	12171
1188	576016	13651
1189	1886157	13253
1191	1110183	13678
1192	860531	11937
1193	1928218	15027
1194	332702	13495
1195	161816	12630
1196	514831	13983
1197	466206	13821
1198	426458	11937
1199	305536	11937
1200	327438	12100
1202	579915	12049
1203	1168925	12641
1204	1095972	14922
1205	1034762	13495
1206	1390140	15035
1207	868581	14922
1208	568762	12024
1209	1901576	12690
1210	1341848	12142
1211	1471158	11774
1212	342793	13370
1213	1264841	12731
1214	651068	11602
1215	1647557	13901
1216	102687	12998
1217	840035	13678
1218	627810	12683
1219	1272768	12139
1220	1311906	13230
1221	819983	11584
1222	217844	12883
1223	614364	13549
1224	720398	12553
1225	1720069	14019
1226	1121987	11937
1227	916441	11937
1229	575468	12088
1230	550085	2803
1231	1328947	12171
1233	677719	11931
1234	1086914	12548
1235	1941174	13263
1236	475596	14099
1237	1435110	2740
1238	522320	13322
1239	1918571	13187
1240	176481	12834
1241	265851	13024
1243	451228	13495
1244	1573942	14922
1245	551777	12493
1246	613875	12197
1247	486911	12049
1248	980517	12142
1249	780501	2774
1250	717310	13358
1251	643894	12731
1252	217614	13651
1253	1617323	10868
1254	1458592	14003
1256	151508	11937
1257	523499	13358
1258	1668393	2757
1259	1485829	11956
1260	1456016	12100
1262	70166	11774
1263	463604	13069
1265	339880	12381
1266	853600	13665
1267	1736204	14922
1268	700761	13306
1269	1140452	13821
1270	900984	13803
1271	694640	14867
1272	1282332	13616
1273	785274	12282
1274	145327	14241
1275	1352307	14970
1276	715893	11937
1277	1944566	12630
1278	1506588	12908
1279	386902	14927
1280	1729753	2781
1282	1412904	12725
1283	1228578	11678
1284	1108796	11735
1285	1287086	12914
1286	1149205	12197
1288	808271	12282
1289	354393	2771
1290	1743827	13795
1291	1852749	13890
1292	662147	11978
1293	252119	13594
1294	1198870	13726
1295	764343	14365
1296	250802	14922
1297	1098771	13076
1298	100512	11823
1299	1166857	12657
1300	1078124	11937
1301	170389	12171
1302	589511	2769
1303	1460002	14003
1304	838725	13511
1305	178550	12171
1306	1480810	13451
1307	763304	12415
1309	379571	13894
1310	1041234	2781
1311	1551218	12834
1312	219105	13616
1313	991992	2763
1314	515823	12142
1315	33965	2748
1316	1223994	12667
1317	1755720	11937
1318	1152142	12328
1319	421133	14549
1320	1248797	11937
1321	162074	11956
1322	1879706	11937
1323	87747	12661
1324	831969	14924
1325	536443	2768
1326	581856	15023
1327	1108508	14191
1328	582402	2740
1329	407915	2741
1330	652416	11956
1331	89254	2803
1332	1040017	13263
1333	213899	13745
1334	868411	2763
1335	274571	11937
1336	158793	12523
1337	1488525	11674
1338	308107	12630
1339	820061	13451
1340	317426	13381
1341	1480713	12415
1342	772095	12914
1343	2038923	2803
1344	812752	11937
1345	1746839	2742
1346	1963350	12407
1347	1464050	13271
1348	1938441	12952
1349	1086183	11937
1350	1320435	13152
1351	1718905	13143
1352	1459056	12222
1353	1836916	14225
1355	121339	13594
1356	214566	12741
1357	191189	13253
1358	1221723	2796
1359	606831	12044
1360	1447492	12690
1362	1767296	13982
1363	460860	14706
1364	770780	12731
1365	349370	14111
1366	439559	14036
1367	19504	12282
1368	659857	13352
1369	438834	11659
1370	1842344	14241
1371	62059	14927
1372	1551784	11658
1373	543580	12076
1374	1017051	12490
1376	1000563	14225
1377	291660	11937
1378	287578	11937
1380	1220454	13143
1382	752488	11657
1384	289472	13389
1385	1286885	12964
1387	1401685	11999
1389	1931851	13429
1391	485025	13094
1392	781584	12049
1394	208848	14922
1395	471157	12171
1396	711093	2769
1397	1137246	11937
1398	70159	14279
1399	1118625	13831
1400	319745	13554
1402	222079	12268
1403	1140939	2769
1404	532647	13143
1405	587257	12493
1406	1299615	14674
1407	477948	13983
1408	206223	14922
1409	1037944	13253
1410	429030	12713
1411	1069552	11937
1412	473806	12171
1413	1505050	12834
1414	1426753	12210
1416	1214001	13253
1417	1901224	13786
1418	525278	14922
1419	479024	12422
1420	709431	2833
1421	2012517	13613
1422	1245995	11937
1423	1979437	11937
1424	1375119	13672
1425	268272	12374
1426	1201866	14241
1427	322313	12493
1428	1056817	2757
1429	870475	14876
1430	1428403	12604
1432	867828	13143
1433	102985	13253
1434	589700	13651
1435	333690	15025
1436	622435	11956
1437	387901	14969
1438	981803	12171
1440	698954	2897
1441	1062544	14274
1442	325862	13143
1443	471148	11694
1445	1841135	2767
1446	1183694	13178
1447	473434	11764
1448	1314668	11937
1449	485207	12282
1450	303127	2754
1451	1131298	13083
1452	593381	15076
1453	2050280	13228
1454	215530	13429
1455	580930	12731
1456	1238401	13651
1457	401278	13143
1458	1360005	14003
1459	705852	13564
1460	107241	2769
1461	862570	14680
1462	389429	11937
1463	357677	11838
1464	2004637	12657
1465	1641083	11731
1466	958277	14233
1467	1633187	14922
1468	831400	13253
1469	219210	12980
1470	705773	2803
1471	536721	11937
1472	633733	2744
1473	1158073	13253
1474	378073	13000
1475	515069	13983
1476	1228725	12158
1477	215142	13083
1478	1856956	2865
1479	657689	11956
1480	408346	13299
1481	771934	12980
1482	581084	11622
1483	1528377	13098
1484	74399	13537
1485	593523	11956
1486	999602	11939
1487	1820546	2754
1488	1597389	13571
1489	1285073	11937
1490	1351633	11937
1491	9940	14685
1492	739053	11937
1493	903683	14241
1494	196010	14233
1495	330817	12604
1496	1603557	12493
1497	1654019	13727
1498	1100402	2765
1499	1102821	14237
1500	447407	12980
1502	1962898	12514
1503	1786984	12157
1506	750724	12381
1508	381293	13700
1509	1933381	14681
1510	216767	12980
1511	1344022	13954
1512	338118	11937
1513	394786	14922
1514	617501	14922
1515	1695427	13024
1516	1108394	13253
1517	471925	11987
1518	486326	14678
1519	1779607	12381
1520	770376	12657
1521	1948532	13511
1522	607915	13066
1523	183449	13143
1524	294856	12100
1525	466485	13674
1526	1201595	15036
1528	1250924	13263
1529	1172379	13407
1531	799587	12044
1532	661686	11805
1533	2054826	12049
1534	1914791	13682
1535	505783	11937
1537	1307201	12638
1539	1043181	13982
1540	1582353	11731
1541	68507	12482
1542	1013074	12197
1543	217953	13651
1544	731885	13745
1545	492440	13143
1548	1965376	12755
1549	625657	14241
1550	982936	12781
1551	1645658	2846
1553	241178	13083
1554	713127	2767
1555	409942	11560
1556	413480	13143
1557	822917	11881
1558	432138	13143
1559	270754	12664
1560	1317571	12604
1561	1216420	13469
1562	321213	14922
1564	1721228	13571
1565	514541	13230
1566	172591	13143
1567	778803	14868
1568	227441	12157
1570	1260656	14037
1571	1460241	2729
1572	763222	11846
1573	1198784	14191
1575	351051	11861
1576	521570	12741
1577	1099980	12197
1578	269768	13327
1579	912396	14867
1580	1550961	12246
1581	943309	14014
1582	277635	11937
1583	390720	11937
1584	1262025	14615
1585	828558	12611
1586	924019	12262
1587	1265635	13616
1588	441502	14094
1589	571132	12980
1590	1902260	14117
1591	1513484	14677
1592	604457	11937
1593	1440777	13651
1594	2074940	12520
1595	630845	14922
1596	1399697	2865
1597	806679	13253
1598	1317256	12044
1599	389587	13427
1600	1261445	14867
1602	214375	12980
1603	1478918	13554
1604	238081	11956
1605	688349	2757
1607	766829	13429
1608	178442	13143
1610	238347	11928
1611	1938679	12273
1612	786148	12548
1613	494155	14099
1615	1020806	13651
1616	874179	12265
1617	978942	12604
1618	584365	14873
1619	615795	12863
1620	915131	14611
1621	444483	2803
1622	639237	11956
1623	647233	13143
1624	346475	12407
1625	263187	15054
1626	675638	2729
1627	299757	12657
1628	256374	13143
1629	482763	14099
1630	1616122	14019
1631	766224	2769
1632	1393254	14099
1633	291493	12415
1634	652279	2803
1635	1854671	11508
1636	1039342	12811
1637	925342	12604
1638	217733	2759
1639	977752	2747
1640	385993	14037
1642	1441500	14003
1643	727443	13799
1644	593328	11937
1645	1093502	12980
1646	1973203	15024
1647	216748	12076
1648	1880130	12049
1649	1250938	13143
1651	1930219	14922
1652	564540	13835
1653	989707	12553
1654	614372	13549
1655	910924	14241
1656	724582	14014
1658	433901	13253
1659	771153	13905
1660	1068274	13187
1661	1050313	11826
1662	282836	13220
1663	632310	14241
1664	214447	12741
1665	443005	13366
1666	507972	13918
1667	480191	12337
1668	81051	11881
1669	881677	13253
1670	1481569	14225
1671	1237929	11937
1672	1094856	13581
1673	1272742	12139
1674	366878	11999
1676	926938	11978
1677	1633572	13798
1678	275337	13799
1680	218615	12883
1682	1097990	14186
1683	858787	13451
1684	653631	12667
1685	1224060	11637
1686	905672	11937
1687	512048	14742
1688	1187070	12222
1689	382413	12773
1690	2055557	13571
1691	426206	12210
1692	1820041	13066
1694	1881137	14225
1695	863297	11864
1696	398500	12640
1697	1387517	12381
1698	1474163	13366
1699	488865	12640
1700	1327578	13856
1701	31705	13350
1702	1370781	13143
1705	525315	14390
1706	38564	12964
1707	1434877	12788
1708	520792	12381
1710	1299250	2776
1711	2002698	12469
1712	425790	12630
1713	755904	2777
1714	1295948	2730
1715	798807	2775
1716	1202472	12697
1717	346380	12210
1718	1295135	11757
1719	602849	12980
1720	346180	12630
1721	797136	12604
1722	437450	13571
1723	234813	13954
1724	598793	13407
1725	679345	12841
1726	1995592	13982
1727	1778761	11930
1728	639686	12436
1729	874492	15034
1730	760679	13835
1731	580375	12240
1732	945325	12630
1733	739169	13159
1734	1550055	12301
1735	1029511	12980
1736	1302215	12980
1737	262338	12049
1738	1789640	13148
1740	1282179	11757
1741	1723785	14922
1742	1655388	13651
